x,fit,Maximizacion,Minimizacion,Factibilidad,a1,a2,epsilonConstraint,iteracion
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,0
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,1
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[1, 0, 25, 4, 30]",2194,2194,2404,True,2,1,3500,2
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[6, 0, 25, 4, 30]",2544,2544,3254,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
"[4, 0, 25, 4, 30]",2404,2404,2914,True,2,1,3500,3
